zip,population,race_white,race_black,race_native,race_asian,race_other,race_hispanic
28174,8608,0.558434015,0.272769517,0.00348513,0.005111524,0.003833643,0.144400558
2818,18082,0.924787081,0.007465988,0.001603805,0.033901117,0.001548501,0.018360801
28202,11195,0.578025904,0.325681108,0.002143814,0.038052702,0.001965163,0.040196516
28203,11315,0.64365886,0.290410959,0.003358374,0.021122404,0.00150243,0.027132125
28204,4796,0.667848207,0.268140117,0.002710592,0.015638032,0.002085071,0.0293995
28205,43931,0.395415538,0.329539505,0.003551023,0.048894858,0.002321823,0.201748196
28206,11898,0.10371491,0.748949403,0.003445957,0.022440746,0.000924525,0.106908724
28207,9280,0.930926724,0.028771552,0.00075431,0.011853448,0.000862069,0.018211207
28208,34167,0.132496268,0.725934381,0.005121901,0.038224017,0.001551204,0.077823631
28209,20317,0.74100507,0.097307673,0.002559433,0.021410641,0.002214894,0.122557464
28210,42263,0.655301327,0.149894707,0.002176845,0.029718666,0.002579088,0.145564678
28211,28523,0.768958384,0.128387617,0.002348982,0.033762227,0.002559338,0.050801108
28212,38457,0.225368593,0.428166524,0.003588423,0.036482305,0.004368515,0.280183062
28213,37309,0.232973277,0.484655177,0.003430808,0.036773969,0.002224664,0.219678898
28214,34721,0.419285159,0.389677717,0.003888137,0.048184096,0.001641658,0.115261657
28215,53629,0.266777303,0.496410524,0.003188573,0.028156408,0.002517295,0.180872289
28216,47208,0.241844603,0.629003559,0.002965599,0.024953398,0.001885274,0.078440095
28217,24204,0.149562056,0.4621137,0.00429681,0.062179805,0.001446042,0.306850107
2822,6111,0.938962527,0.010963836,0.003763705,0.007036492,0.001472754,0.026836852
28226,37286,0.798369361,0.066888376,0.001957839,0.040712332,0.003272006,0.072547337
28227,49635,0.53762466,0.257358719,0.005419563,0.025244283,0.003868238,0.149471139
28244,0,0,0,0,0,0,0
2825,5377,0.959456946,0.005951274,0.002231728,0.009112888,0.000743909,0.012646457
2826,791,0.963337547,0,0,0.01011378,0,0.012642225
28262,37547,0.368444882,0.388499747,0.003915093,0.121607585,0.003515594,0.08866221
28269,71048,0.402629208,0.415845625,0.002955748,0.060536539,0.002646098,0.093260894
2827,2172,0.967311234,0.005985267,0.001381215,0.002302026,0.001841621,0.012430939
28270,31525,0.774179223,0.093195876,0.002061856,0.04999207,0.004028549,0.059191118
28273,31478,0.371497554,0.323749921,0.002382616,0.067983989,0.003399199,0.209797319
28277,59664,0.7455417,0.079310807,0.002262671,0.093071199,0.002530839,0.060237329
28278,19283,0.547269616,0.235440543,0.002541098,0.06046777,0.003111549,0.133018721
2828,7704,0.958463136,0.008047767,0,0.009865005,0.001687435,0.015057113
28280,10,1,0,0,0,0,0
28282,0,0,0,0,0,0,0
2830,5976,0.969042838,0.002175368,0.000669344,0.002677376,0.001004016,0.013219545
28301,17165,0.163472182,0.759801923,0.008622196,0.006466647,0.001747742,0.035712205
28303,30909,0.443786599,0.37548934,0.007700023,0.036397166,0.002038241,0.095441457
28304,37147,0.456160659,0.364390126,0.011360271,0.023851186,0.002315126,0.099119714
28305,6073,0.662275646,0.255557385,0.005433888,0.013008398,0.001317306,0.041495142
28306,39683,0.527807877,0.29135902,0.02668649,0.018345387,0.001915178,0.095154096
28307,17631,0.566558902,0.151948273,0.009585389,0.019000624,0.002552323,0.185865805
28308,405,0.691358025,0.138271605,0.007407407,0.02962963,0.004938272,0.091358025
2831,3515,0.963015647,0.004267425,0.00056899,0.007112376,0.000284495,0.017923186
28310,3459,0.681699913,0.113327551,0.00982943,0.020815265,0.00318011,0.140213935
28311,34567,0.44316834,0.414586166,0.007232331,0.020076952,0.001967194,0.076055197
28312,18538,0.573147049,0.315514079,0.032150178,0.008523034,0.000917035,0.043747977
28314,54520,0.347633896,0.437087307,0.007098313,0.034097579,0.002861335,0.126155539
28315,11681,0.632822532,0.230802157,0.023884941,0.014211112,0.002140228,0.072510915
28318,4627,0.778474173,0.088826453,0.012102874,0.001512859,0.001945105,0.09639075
2832,4608,0.951605903,0.004557292,0.006727431,0.004991319,0.001519097,0.016276042
28320,9229,0.742550656,0.19525409,0.009860223,0.001516957,0.000108354,0.036840394
28323,3182,0.552796983,0.319610308,0.018856065,0.005971087,0.001885607,0.075424261
28325,508,0.549212598,0.161417323,0.003937008,0,0,0.265748031
28326,17646,0.633741358,0.207469115,0.005893687,0.009690581,0.001813442,0.103082852
28327,15433,0.819672131,0.103090779,0.006803603,0.007775546,0.000388777,0.046005313
28328,27042,0.476887804,0.305228903,0.026329414,0.004659419,0.001627099,0.172361512
2833,784,0.931122449,0.00127551,0.003826531,0.008928571,0.00127551,0.045918367
28330,346,0.893063584,0.078034682,0.00867052,0,0,0.01734104
28332,482,0.711618257,0.15560166,0.010373444,0,0,0.099585062
28333,11830,0.352578191,0.408453085,0.002451395,0.006762468,0.00194421,0.215553677
28334,24908,0.649590493,0.237313313,0.012084471,0.005179059,0.00088325,0.07953268
28337,10670,0.472164948,0.408997188,0.00787254,0.003561387,0.000562324,0.096626054
28338,4607,0.588669416,0.248751899,0.013457782,0.00434122,0.001085305,0.128934231
28339,6751,0.647311509,0.254332691,0.008443194,0.002814398,0.000296252,0.065471782
28340,10765,0.279516953,0.375568974,0.285090571,0.001207617,0.001207617,0.035671157
28341,4257,0.42377261,0.267559314,0.005167959,0.001879258,0.00164435,0.291284942
28342,298,0.674496644,0.157718121,0.013422819,0,0.003355705,0.124161074
28343,1685,0.465875371,0.373293769,0.128189911,0.003560831,0,0.015430267
28344,3415,0.517715959,0.175402635,0.021669107,0.001756955,0.000878477,0.259736457
28345,12592,0.548443456,0.343154384,0.032242694,0.00547967,0.001429479,0.04590216
28347,1983,0.309631871,0.531517902,0.019667171,0.009581442,0.002017146,0.117498739
28348,33307,0.578286847,0.260605879,0.024769568,0.01218963,0.002251779,0.086738523
28349,3724,0.526584318,0.369226638,0.004833512,0.004296455,0.000268528,0.087271751
2835,5405,0.952636448,0.004440333,0.001480111,0.005920444,0.001110083,0.017021277
28350,305,0.691803279,0.160655738,0.039344262,0.016393443,0,0.075409836
28351,4759,0.580794285,0.226308048,0.13154024,0.009665896,0.002731666,0.021433074
28352,25641,0.441480441,0.414687415,0.095160095,0.007410007,0.001053001,0.020943021
28356,5018,0.695695496,0.210043842,0.014946194,0.008768434,0.001195695,0.046432842
28357,3125,0.44416,0.24192,0.18272,0.0032,0.00256,0.09984
28358,38738,0.422117817,0.305849553,0.168903919,0.015746812,0.00092932,0.063890753
2836,136,0.985294118,0,0,0,0,0
28360,14263,0.179204936,0.100680081,0.586833065,0.002804459,0.000631003,0.106849891
28363,1202,0.509983361,0.367720466,0.069051581,0.004991681,0,0.022462562
28364,14809,0.08461071,0.194408805,0.686812074,0.001823216,0.000742792,0.016138834
28365,17144,0.566612226,0.212435838,0.002858143,0.002566496,0.000874942,0.206252916
28366,5061,0.564908121,0.1772377,0.00671804,0.001185536,0.001185536,0.240268722
28367,87,0.632183908,0.229885057,0.011494253,0,0,0.114942529
28369,2652,0.553544495,0.257541478,0.136500754,0.000754148,0.000754148,0.032428356
2837,3492,0.970790378,0.006013746,0.001145475,0.004009164,0.001145475,0.009450172
28371,6519,0.549010584,0.278877128,0.069795981,0.007056297,0.000460193,0.059518331
28372,14783,0.118379219,0.118176284,0.703916661,0.012987891,0.001352905,0.023067036
28373,2150,0.668372093,0.221395349,0.024651163,0.004651163,0.004186047,0.054883721
28374,15990,0.914884303,0.039649781,0.004190119,0.012070044,0.000875547,0.019637273
28375,102,0.735294118,0.215686275,0.039215686,0,0,0
28376,37991,0.424758495,0.356689742,0.03811429,0.010581454,0.002053118,0.130557237
28377,12666,0.157429338,0.273251224,0.374388126,0.003552819,0.000947418,0.168008843
28379,26388,0.622783083,0.278005154,0.020767015,0.011899348,0.001364256,0.048999545
2838,3400,0.881764706,0.022941176,0.001764706,0.012058824,0.002647059,0.060294118
28382,7056,0.642857143,0.240079365,0.012896825,0.003968254,0.001133787,0.082908163
28383,8080,0.113613861,0.255693069,0.590841584,0.001485149,0.000742574,0.020049505
28384,12097,0.411010994,0.263867074,0.111515252,0.002810614,0.001818633,0.191287096
28385,3029,0.601518653,0.25751073,0.018157808,0.000660284,0.000660284,0.106965995
28386,6319,0.100648837,0.137047001,0.493907264,0.002057288,0.000316506,0.24766577
28387,13921,0.71065297,0.22484017,0.005172042,0.008476403,0.000933841,0.036491631
2839,1902,0.972134595,0.004731861,0.000525762,0.002628812,0.001051525,0.011041009
28390,19942,0.471316819,0.328352221,0.011734029,0.026276201,0.003309598,0.115234179
28391,5302,0.80629951,0.109015466,0.026970954,0.003772161,0.000754432,0.030554508
28392,1579,0.566181127,0.362887904,0.013299557,0.001266624,0.001266624,0.042431919
28393,2005,0.457855362,0.355610973,0.001995012,0.002493766,0,0.173566085
28394,5164,0.744771495,0.110573199,0.014136328,0.007552285,0.001355538,0.096243222
28395,2375,0.751578947,0.182736842,0.013894737,0.006736842,0.000842105,0.036210526
28396,2732,0.412152269,0.402635432,0.127379209,0.007686676,0.00329429,0.027086384
28398,8112,0.332716963,0.443540434,0.003205128,0.001972387,0.000369822,0.208086785
28399,2140,0.518691589,0.302803738,0.004205607,0.002336449,0.00046729,0.159345794
2840,23335,0.794514678,0.059352903,0.006642383,0.01165631,0.00608528,0.080308549
28401,22094,0.454467276,0.456820856,0.004842944,0.005340817,0.002127274,0.055897529
28403,36063,0.761057039,0.137342983,0.003798907,0.012256329,0.00146965,0.067631645
28405,29152,0.725198957,0.188014544,0.004939627,0.009193194,0.00185236,0.054061471
28409,31296,0.880272239,0.042912832,0.002875767,0.014890082,0.001661554,0.042273773
2841,1392,0.617816092,0.141522989,0.005028736,0.049568966,0.000718391,0.136494253
28411,31962,0.852950379,0.076027783,0.002033665,0.016206746,0.001126338,0.037763594
28412,35573,0.81336969,0.083405954,0.00418857,0.013999382,0.002305119,0.065021224
2842,16095,0.846349798,0.041814228,0.002360982,0.029325878,0.004224915,0.047281765
28420,3886,0.756047349,0.105506948,0.010293361,0.000514668,0,0.120946989
28421,1521,0.629191321,0.285338593,0.001314924,0.002629849,0,0.070348455
28422,6641,0.737388947,0.206745972,0.007077247,0.001505797,0.001054058,0.030868845
28423,2290,0.252838428,0.365065502,0.316157205,0.001746725,0.003056769,0.034934498
28424,128,0.234375,0.6640625,0.0078125,0,0,0.046875
28425,10906,0.60636347,0.29625894,0.004951403,0.002475701,0.001100312,0.076104896
28428,6033,0.951931046,0.006961711,0.006630201,0.00364661,0.00066302,0.017238521
28429,8026,0.641041615,0.266882631,0.007226514,0.003862447,0.002118116,0.060179417
28430,1900,0.765789474,0.150526316,0.010526316,0.000526316,0.001052632,0.053684211
28431,7102,0.62292312,0.316248944,0.014643762,0.001408054,0.000563222,0.036750211
28432,1968,0.893800813,0.071138211,0.005081301,0.00050813,0,0.020833333
28433,5050,0.433267327,0.469108911,0.027920792,0.001188119,0.00019802,0.04990099
28434,1329,0.31903687,0.534236268,0.121143717,0,0.000752445,0.012039127
28435,2490,0.57751004,0.346586345,0.007630522,0.000803213,0,0.046987952
28436,2203,0.758511121,0.138447571,0.011802088,0.000907853,0.000453926,0.074897867
28438,1845,0.724119241,0.247154472,0.016260163,0,0.001084011,0.003794038
28439,1595,0.497805643,0.447021944,0.003761755,0,0,0.039498433
28441,3198,0.528142589,0.327079425,0.006253909,0.000938086,0.001250782,0.122889306
28442,1647,0.546448087,0.339404979,0.032179721,0.003642987,0.001214329,0.060716454
28443,17512,0.89367291,0.056589767,0.005025126,0.005824577,0.001713111,0.023698036
28444,2085,0.520383693,0.360191847,0.008153477,0,0,0.105035971
28445,5676,0.908033827,0.029245948,0.005637773,0.006694856,0.000528541,0.031888654
28447,1391,0.434219986,0.437095615,0.005751258,0,0,0.102084831
28448,1243,0.524537409,0.411102172,0.013676589,0,0.006436042,0.037007241
28449,1692,0.957446809,0.008274232,0.002364066,0.007092199,0.002364066,0.016548463
28450,2438,0.627563577,0.138228056,0.193601313,0.002871206,0.001230517,0.018457752
28451,27112,0.706107996,0.179219534,0.008114488,0.008667749,0.00154913,0.075575391
28452,694,0.419308357,0.53314121,0.007204611,0,0,0.030259366
28453,3829,0.291721076,0.346826848,0.004439802,0.000783494,0.002872813,0.342387046
28454,2545,0.534774067,0.386247544,0.0043222,0.001178782,0,0.048330059
28455,2117,0.775625886,0.069437884,0.002834199,0,0,0.146433632
28456,3658,0.360852925,0.55740842,0.016675779,0.000273373,0.001366867,0.044833242
28457,9905,0.698132256,0.14770318,0.00565371,0.002826855,0.001312468,0.12387683
28458,6444,0.396027312,0.408131595,0.001707014,0.003103662,0.001396648,0.180943513
28460,7652,0.896236278,0.028358599,0.004835337,0.00953999,0.000784109,0.041296393
28461,16126,0.882425896,0.061949647,0.002480466,0.006015131,0.00186035,0.029207491
28462,11680,0.826626712,0.111643836,0.008047945,0.001712329,0.000256849,0.038613014
28463,9799,0.563730993,0.35850597,0.010205123,0.002653332,0.003163588,0.049801
28464,2457,0.364265364,0.422466422,0.002035002,0.005291005,0,0.194953195
28465,6531,0.960802327,0.005665289,0.005512173,0.002756086,0.000918695,0.014392895
28466,10103,0.601108582,0.22933782,0.002177571,0.001781649,0.000692864,0.158665743
28467,8703,0.891416753,0.050097667,0.002872573,0.00356199,0.000919223,0.040560726
28468,4375,0.888,0.056685714,0.0032,0.0032,0,0.043428571
28469,5839,0.885768111,0.025004282,0.005994177,0.004795342,0.001027573,0.069018668
28470,10644,0.785794814,0.119785795,0.005918828,0.006294626,0.001409245,0.064731304
28472,19658,0.603469325,0.320073253,0.015617052,0.004323939,0.001322617,0.041458948
28478,4588,0.622711421,0.294681779,0.001743679,0.002397559,0.00065388,0.065387969
28479,4903,0.816846828,0.119314705,0.006526616,0.007750357,0.002243524,0.029165817
28480,2473,0.969672463,0.003234937,0.001617469,0.006469875,0.001617469,0.010917913
28501,20389,0.298347148,0.649173574,0.002158026,0.004168915,0.001029967,0.03393987
28504,21642,0.63459939,0.285140006,0.003373071,0.005544774,0.001386194,0.059144257
28508,2737,0.486298867,0.042016807,0.001461454,0.000730727,0.002557545,0.462915601
28510,1502,0.741011984,0.173768309,0.001331558,0.007323569,0,0.05792277
28511,694,0.963976945,0.001440922,0.002881844,0,0,0.024495677
28512,2896,0.946823204,0.009323204,0.002762431,0.009668508,0.003453039,0.012776243
28513,10346,0.605354726,0.318770539,0.003866228,0.002126426,0.00202977,0.05364392
28515,2915,0.483361921,0.467238422,0.00651801,0.003773585,0.000343053,0.025728988
28516,11431,0.82757414,0.127110489,0.003411775,0.004461552,0.000787333,0.019420873
28518,7909,0.734606145,0.162220255,0.003793147,0.002781641,0.000758629,0.07952965
28519,404,0.772277228,0.136138614,0,0,0.004950495,0.051980198
2852,22551,0.927009889,0.00935657,0.005764711,0.013657931,0.00146335,0.025630792
28520,327,0.978593272,0,0,0.003058104,0,0.018348624
28521,2287,0.804547442,0.127240927,0.003060778,0.001311762,0.000437254,0.055968518
28523,2456,0.684446254,0.261807818,0.002442997,0.004071661,0.001628664,0.036644951
28524,426,0.981220657,0,0.002347418,0.002347418,0.002347418,0.002347418
28525,3132,0.773627075,0.085249042,0.002554278,0.000957854,0.000957854,0.123882503
28526,2489,0.552832463,0.365608678,0.002812374,0.005624749,0,0.063077541
28527,1140,0.869298246,0.083333333,0.002631579,0,0,0.035964912
28528,644,0.97515528,0.001552795,0.001552795,0.00310559,0,0.007763975
28529,2193,0.864569083,0.068399453,0.009119927,0.002735978,0,0.046967624
28530,7332,0.526322968,0.371385706,0.001363884,0.003273322,0.001091107,0.081969449
28531,1207,0.984258492,0,0.002485501,0.002485501,0,0.0008285
28532,23320,0.624056604,0.207246998,0.006132075,0.026329331,0.002315609,0.094854202
28533,2952,0.699864499,0.100609756,0.006097561,0.01897019,0.00101626,0.149728997
28537,137,0.97080292,0.01459854,0,0,0,0.00729927
28538,2175,0.473563218,0.365057471,0.002758621,0.002298851,0.00091954,0.144827586
28539,15469,0.793975047,0.074794751,0.006399897,0.014480574,0.001034327,0.074148297
28540,49252,0.658450418,0.185555917,0.005766263,0.016385121,0.002070982,0.096178835
28543,4699,0.655671419,0.128963609,0.008512449,0.010427751,0.002340924,0.150457544
28544,5368,0.561661699,0.221311475,0.006520119,0.014716841,0.001490313,0.146795827
28546,42696,0.582630691,0.216460558,0.005035601,0.030377553,0.002154769,0.120222035
28547,21884,0.692880643,0.107018827,0.00658015,0.018735149,0.001233778,0.141793091
28551,14093,0.573263322,0.308663876,0.002838289,0.004257433,0.001490101,0.098133825
28552,254,0.980314961,0,0,0.003937008,0,0.007874016
28553,454,0.975770925,0,0,0.013215859,0,0.002202643
28554,243,0.637860082,0.238683128,0.008230453,0.004115226,0,0.106995885
28555,5175,0.675169082,0.24173913,0.006376812,0.005990338,0.000772947,0.041545894
28556,963,0.885773624,0.075804777,0.004153686,0.00623053,0,0.017653167
28557,14429,0.83172777,0.076027445,0.003673158,0.013860974,0.001801927,0.05433502
28560,28921,0.685902977,0.226893952,0.003561426,0.019639708,0.000760693,0.044846305
28562,36176,0.705937638,0.20375387,0.002543123,0.021865325,0.000884564,0.047517691
2857,8412,0.974322397,0.002971945,0.000594389,0.005349501,0.000832145,0.008796957
28570,21432,0.859415827,0.058883912,0.006205674,0.009191863,0.001399776,0.041293393
28571,2585,0.827466151,0.129980658,0.005415861,0.002321083,0.000773694,0.025145068
28572,6531,0.746440055,0.100597152,0.003215434,0.001071811,0.000459348,0.141632216
28573,2176,0.609834559,0.352022059,0.003216912,0.003216912,0.002297794,0.016544118
28574,15102,0.782611575,0.098000265,0.004502715,0.007151371,0.001324328,0.080254271
28575,316,0.993670886,0,0,0.003164557,0,0
28577,522,0.986590038,0.005747126,0,0,0,0.005747126
28578,6363,0.464403583,0.056105611,0.001885903,0.000785793,0.002986013,0.46581801
28579,622,0.974276527,0.001607717,0,0.001607717,0.001607717,0.017684887
2858,570,0.978947368,0.001754386,0,0,0.003508772,0.003508772
28580,12657,0.454926128,0.400963893,0.005451529,0.00371336,0.000316031,0.12546417
28581,214,0.939252336,0,0,0,0,0.046728972
28582,1588,0.899244332,0.042191436,0.005037783,0.003148615,0,0.032745592
28583,281,0.758007117,0.202846975,0,0.003558719,0,0.017793594
28584,11396,0.905229905,0.02000702,0.005352755,0.010617761,0.001491751,0.037820288
28585,3942,0.626331811,0.310502283,0.006341958,0.000761035,0.001268392,0.040588534
28586,8218,0.648211244,0.280725237,0.007787783,0.001581893,0.001338525,0.041859333
28587,369,0.398373984,0.514905149,0.002710027,0.002710027,0,0.062330623
28589,180,0.994444444,0,0,0,0,0.005555556
2859,6738,0.952656575,0.005788068,0.001780944,0.004600772,0.001335708,0.022707035
28590,23407,0.653864229,0.257487077,0.002776947,0.024778912,0.001965224,0.041782373
28594,3655,0.952941176,0.005745554,0.001915185,0.007660739,0.001367989,0.019699042
2860,45199,0.451160424,0.163167327,0.005110733,0.016106551,0.068651961,0.239761942
28601,50026,0.792048135,0.061408068,0.002118898,0.031343701,0.001039459,0.096609763
28602,28981,0.726993547,0.140298816,0.002346365,0.037921397,0.00141472,0.073841482
28604,6249,0.925428068,0.014722356,0.003520563,0.004960794,0.000960154,0.039366299
28605,3412,0.95926143,0.003223916,0.001758499,0.004982415,0.000586166,0.014947245
28606,2158,0.88137164,0.079703429,0.000926784,0.00231696,0.000463392,0.024559778
28607,33059,0.910342116,0.02301945,0.002329169,0.012008833,0.00145195,0.038446414
28609,5864,0.881991814,0.068894952,0.003922237,0.006139154,0.000511596,0.032060027
2861,26178,0.770265108,0.05011842,0.001375201,0.012338605,0.017419207,0.122622049
28610,9913,0.844244931,0.053465147,0.002421063,0.040351054,0.00171492,0.046302835
28611,885,0.944632768,0.016949153,0,0.009039548,0,0.023728814
28612,12397,0.916673389,0.010728402,0.001774623,0.043316932,0.000403323,0.017665564
28613,22759,0.749242058,0.064633771,0.001845424,0.060547476,0.001186344,0.105980052
28615,1876,0.947761194,0.002665245,0.003198294,0.006396588,0,0.023987207
28616,493,0.866125761,0.038539554,0.002028398,0.004056795,0,0.0831643
28617,2261,0.894736842,0.008403361,0.003538257,0.002211411,0,0.083149049
28618,2352,0.946428571,0.011054422,0.00212585,0.003401361,0,0.027636054
28619,1520,0.867763158,0.033552632,0.005263158,0.030263158,0.003289474,0.048026316
28621,10472,0.838999236,0.034377387,0.000859435,0.003437739,0.001527884,0.114018335
28622,2527,0.940641076,0.004352988,0.004748714,0.000791452,0,0.045112782
28623,1653,0.859044162,0.005444646,0,0.001209921,0,0.125831821
28624,1639,0.940207444,0.035997559,0.001830384,0.001220256,0,0.007321538
28625,36189,0.772555196,0.11467573,0.002155351,0.021056122,0.001050043,0.077371577
28626,2714,0.935519528,0.004053058,0.00110538,0.003316139,0,0.041635962
28627,1152,0.940104167,0.001736111,0.000868056,0.008680556,0,0.035590278
28628,479,0.922755741,0.027139875,0,0.010438413,0,0.018789144
28629,75,0.986666667,0,0.013333333,0,0,0
2863,19385,0.256383802,0.072891411,0.00304359,0.005055455,0.029455765,0.602992004
28630,20041,0.9368295,0.009480565,0.002195499,0.00543885,0.000948056,0.034978294
28631,637,0.907378336,0.001569859,0,0.014128728,0,0.075353218
28634,5225,0.795406699,0.093397129,0.00076555,0.00076555,0.001339713,0.096842105
28635,3901,0.970776724,0.003076134,0.001281723,0,0,0.019482184
28636,5522,0.868888084,0.036037668,0.001629844,0.00380297,0.000905469,0.07660268
28637,1746,0.912943872,0.019473081,0.004581901,0.036082474,0,0.018327606
28638,12302,0.92765404,0.011705414,0.002276053,0.001788327,0.000243863,0.047228093
2864,33396,0.900736615,0.013295005,0.000988142,0.023146485,0.003293808,0.044705953
28640,4719,0.908243272,0.010595465,0.001059547,0.006781098,0.000847637,0.066539521
28642,5745,0.843342037,0.065100087,0.001218451,0.001740644,0,0.071366406
28643,3521,0.973587049,0.002556092,0.002272082,0.00056802,0,0.01249645
28644,1494,0.932396252,0.00334672,0.002008032,0.004016064,0,0.0562249
28645,47703,0.850093286,0.076808586,0.001949563,0.005618095,0.000901411,0.050730562
28646,342,0.923976608,0,0.002923977,0.005847953,0,0.029239766
28647,89,0.95505618,0,0,0,0,0.04494382
28649,993,0.981873112,0.002014099,0.004028197,0,0,0.007049345
2865,16951,0.89522742,0.013450534,0.001061884,0.031443573,0.004483511,0.037460917
28650,11883,0.878566019,0.050828915,0.003786922,0.009088614,0.001430615,0.045779685
28651,7132,0.945457095,0.006169377,0.000981492,0.001682557,0.000420639,0.036595625
28652,46,1,0,0,0,0,0
28654,3495,0.869527897,0.055221745,0.004005722,0.00658083,0.000858369,0.0509299
28655,54996,0.779965816,0.097334352,0.002400175,0.031765947,0.00121827,0.068786821
28657,9488,0.942242833,0.003161889,0.002318718,0.002107926,0.001053963,0.042790894
28658,27022,0.755606543,0.09166605,0.001850344,0.037747021,0.001850344,0.097624158
28659,21134,0.841582284,0.05782152,0.001892685,0.003264881,0.002223905,0.081338128
28660,2249,0.820364606,0.0560249,0.005335705,0.000889284,0.000444642,0.110715874
28662,140,0.857142857,0,0,0,0,0.142857143
28663,614,0.905537459,0.013029316,0.001628664,0,0,0.078175896
28665,2571,0.975106962,0.002333722,0,0.001555815,0.000388954,0.01361338
28666,368,0.809782609,0.005434783,0,0.02173913,0,0.160326087
28667,559,0.91234347,0.001788909,0,0.01431127,0.001788909,0.066189624
28668,300,0.97,0.003333333,0,0.003333333,0,0.023333333
28669,3146,0.890972664,0.068022886,0.000635728,0.002225048,0.000317864,0.027972028
28670,2719,0.914674513,0.02427363,0.000367782,0.002942258,0.001103347,0.046708349
28671,597,0.956448911,0.010050251,0,0.021775544,0.001675042,0.006700168
28672,35,1,0,0,0,0,0
28673,5919,0.921777327,0.041054232,0.000844737,0.007433688,0.00067579,0.018922115
28675,6621,0.872073705,0.01646277,0.002265519,0.004380003,0.000151035,0.09681317
28676,3483,0.957220787,0.00488085,0.002296871,0.002296871,0,0.026414011
28677,32940,0.630510018,0.247632058,0.002155434,0.008925319,0.001062538,0.093746205
28678,5226,0.856104095,0.058170685,0.001913509,0.017221584,0.000382702,0.051664753
28679,2064,0.950096899,0.001453488,0.001937984,0.002906977,0,0.029069767
28681,25910,0.875337707,0.062215361,0.002508684,0.011076804,0.000501737,0.037630259
28682,1129,0.945084145,0.015943313,0.002657219,0.006200177,0,0.024800709
28683,1697,0.958750737,0.005303477,0.005892752,0.002946376,0,0.015321155
28684,2141,0.96170014,0.0032695,0.001401214,0.0032695,0.000934143,0.01914993
28685,2076,0.950385356,0.01300578,0.000963391,0.00433526,0,0.02504817
28689,1712,0.92932243,0.002336449,0.001168224,0.001752336,0,0.060163551
28690,9295,0.904142012,0.024098978,0.00182894,0.036793975,0.000215169,0.021732114
28692,4067,0.956724859,0.006147037,0.001229407,0.00491763,0,0.022375215
28693,1700,0.946470588,0,0.002352941,0.002352941,0,0.038823529
28694,7744,0.919938017,0.006585744,0.002195248,0.004261364,0.000129132,0.058496901
28697,12930,0.839288476,0.056071152,0.001392111,0.011136891,0.000618716,0.077958237
28698,2256,0.97251773,0.002659574,0.000886525,0.002659574,0.000886525,0.01285461
28701,3635,0.932049519,0.009078404,0.003301238,0.003301238,0.002751032,0.036313618
28702,366,0.967213115,0,0.027322404,0,0,0.005464481
28704,18821,0.796344509,0.061792678,0.002337814,0.021784177,0.001859625,0.097550608
28705,6715,0.958600149,0.002531646,0.002382725,0.001340283,0.00014892,0.02278481
28707,94,1,0,0,0,0,0
28708,754,0.973474801,0.00265252,0.00132626,0,0,0.00530504
28709,2225,0.970786517,0.000449438,0.001348315,0.001348315,0.000898876,0.012134831
2871,17171,0.930347679,0.012637587,0.001688894,0.015549473,0.00180537,0.021373246
28711,13209,0.901506549,0.047694754,0.002271179,0.005677947,0.000908471,0.023620259
28712,19347,0.88799297,0.053806792,0.003514757,0.005892386,0.001188815,0.030133871
28713,8686,0.898687543,0.003223578,0.046281372,0.005871517,0,0.025443242
28714,16753,0.932430013,0.007580732,0.002447323,0.002029487,0.000358145,0.046857279
28715,24582,0.911683346,0.013953299,0.004068017,0.005776584,0.000732243,0.051134977
28716,17477,0.940550438,0.013274589,0.003719174,0.002117068,0.000400526,0.030382789
28717,1729,0.87275882,0.00578369,0.004048583,0.008675535,0,0.105263158
28718,553,0.949367089,0,0,0.007233273,0,0.037974684
28719,8048,0.144259443,0.007331014,0.7194334,0.00472167,0.000994036,0.062748509
2872,218,0.931192661,0.009174312,0,0.013761468,0,0.02293578
28720,114,0.98245614,0.00877193,0,0,0,0
28721,10063,0.942363112,0.008645533,0.003875584,0.003974958,0.000695618,0.031302792
28722,6371,0.885575263,0.025898603,0.002354418,0.003924031,0.000313922,0.070004709
28723,11329,0.864948363,0.045635096,0.009444788,0.009797864,0.000529614,0.057463148
28725,43,1,0,0,0,0,0
28726,3203,0.671870122,0.04058695,0.00343428,0.006868561,0.001561037,0.251951296
28729,2894,0.916724257,0.007947478,0.001727713,0.012093988,0.001036628,0.04284727
2873,235,0.970212766,0.008510638,0,0.004255319,0,0.017021277
28730,9133,0.935399102,0.0125917,0.004270229,0.004379722,0.001751889,0.027811234
28731,7778,0.861018257,0.011956801,0.001671381,0.0039856,0.000128568,0.106968372
28732,16491,0.875386574,0.04141653,0.004062822,0.018737493,0.000909587,0.042265478
28733,21,1,0,0,0,0,0
28734,27040,0.895377219,0.013683432,0.004733728,0.006841716,0.000850592,0.069859467
28735,256,0.953125,0.01953125,0.01171875,0.00390625,0,0.00390625
28736,787,0.902160102,0.001270648,0.003811944,0.001270648,0,0.080050826
28739,19786,0.89907005,0.026786617,0.001516224,0.00576165,0.001212979,0.052259173
2874,5860,0.950170648,0.006143345,0.003071672,0.010238908,0.002559727,0.015017065
28740,1364,0.974340176,0.000733138,0.000733138,0,0,0.019061584
